id	age	country	pd1	pd2	pd3	ps1	ps2	ps3	sl1	sl2	sl3	r1	r2	r3	t1	t2	t3	t4	um1	um2	um3	um4	um5	um6
2594254	27	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
2595729	25	US	25	15.5	22.147886781562004	7	8.0	4.767042068478589	36	46.5	21.447309546347753	3	3	7	231	184	335	36	0.1233	0.2783	0.5909	97	219	465
2008195	29	DE	0	0.0	0.0	10	10.0	0.0	45	45.0	0.0	2	2	11	0	9	3	0	0.1538	0.1538	0.9231	2	2	12
2240642	31	US	18	18.0	13.006909633603797	14	15.0	5.462301226944331	45	48.0	10.347670545310462	8	8	15	1	290	197	66	0.1369	0.4721	0.382	76	262	212
1066173	51	US	55	34.0	67.964604758653607	13	15.5	8.6662951300008704	38	51.0	22.304223225712708	11	10	11	135	140	211	30	0.2089	0.5319	0.6054	108	275	313
3746297	27	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
2964265	29	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
3160326	29	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
3162021	27	FI	14	10.0	17.330048427872228	11	10.0	7.2590548662357142	40	54.0	20.666940968116009	0	4	12	0	60	116	19	0.051	0.2653	0.7041	10	52	138
3784215	34	UK	15	9.5	15.120433194852586	9	6.0	11.772661362476862	27	28.0	23.407524905940448	3	3	5	0	120	125	95	0.1466	0.3372	0.8065	50	115	275
2769779	33	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
5604445	26	NL	20	16.5	22.848413511664216	11	12.0	6.8997571116269008	39	53.0	22.333781227851183	8	5	3	2	81	130	27	0.4772	0.7178	0.9336	115	173	225
