f1	f2
-2.193519213028355068e+02	-4.571393840478945236e+01
5.472380464258087613e+02	4.797695379218045986e+01
5.973630045224944070e+02	-1.357979979010858651e+00
2.389611984650406740e+01	-2.838964961235696549e+01
1.521194216078679119e+03	-8.341350423723491758e+01
-3.105500569295919036e+02	-1.930555486101948048e+01
-3.371903177206528994e+02	-1.088818667874904556e+01
-3.371903177206486930e+02	-1.088818667874414281e+01
1.161117998969516520e+02	-1.813993785588813523e+01
-1.612270610795355310e+02	1.635412954522819007e+01
-3.371903177206411328e+02	-1.088818667876123847e+01
1.674351666233615788e+03	-2.489179866385834146e+02
8.225328630002965156e+02	1.413396525957641643e+02
2.765229946440708204e+02	-3.556711804528909227e+01
1.154931031567248567e+02	-1.098143545601292743e+02
5.222081673033960669e+02	1.091519487070829797e+01
-3.371903177206352780e+02	-1.088818667875970370e+01
1.351023774898069405e+03	1.335434490794231692e+02
-2.040843108560949588e+02	-7.421615954531715964e+00
-2.963913947593901526e+02	-1.691958743655467856e+01
5.079129895592190564e+02	1.911193551236590622e+02
1.341461550346276397e+02	-2.325832357242223480e+01
2.411950654294409162e+02	-1.182495684265943368e+02
5.479205245942563351e+02	1.197065617808468545e+02
2.187930591001741334e+02	-1.477609463788500221e+01
1.536494849698631242e+03	-3.287216563581209243e+02
5.275054546770129491e+02	-1.281500646246627184e+02
-3.371903177206409623e+02	-1.088818667875276525e+01
7.038509962873040422e+02	2.171744716802068922e+02
-3.054304632131805306e+02	-8.383029740580525413e+00
6.450142148263189767e+01	-4.635131361515195181e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
1.487183076814128810e+02	-4.841484755295235942e+01
-3.073903013462173703e+02	-1.087229786598686765e+01
3.306214745547080156e+02	-1.166917582890105365e+02
2.150327733849604215e+02	-2.284010765344241989e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
7.178277421557883997e+01	-1.196511806390105619e+02
-3.205203453210780253e+02	-8.810535760599888633e+00
-3.371903177206409623e+02	-1.088818667875276525e+01
2.600501652614246950e+02	1.389242025913741827e+02
1.355448970078688717e+03	-4.563733825382134910e+02
3.507688488172195775e+02	-9.027738818543504351e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
4.034874773967580950e+02	-3.911794711780615330e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
-3.113943608694911518e+02	-9.722671076179512539e+00
5.506654154128590761e+01	2.859431669991895131e+00
4.877938708925177735e+01	-7.263822775782813324e+01
1.846249406625162948e+01	8.249513160111933985e+01
4.686490460992361591e+02	9.278110499130629307e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
-1.507973876067524657e+02	9.461452099669026339e+00
-2.110191685148997749e+02	4.570227486212970547e+01
7.892588277544200892e+00	-1.343406994992236569e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
3.202741156744431805e+02	1.314938948989995104e+01
-3.278524371694202273e+02	-8.105498052334322523e+00
-3.371903177206409623e+02	-1.088818667875276525e+01
1.280431689532707651e+02	7.240609638258564473e+01
-2.151836284500045622e+02	8.491453694002975894e+00
1.766252362902737900e+02	-7.083013061071973482e+01
5.761087256464551842e+01	-2.403471026349086159e+01
-3.371816293510564719e+02	-1.087523892278110615e+01
-1.229087671969159885e+02	1.907548762910831641e+01
-1.299057732285241400e+02	-1.374012721389608238e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
8.371883926558621170e+02	-8.259061170156313381e+01
-3.079253705189670427e+02	-3.839063551465638824e+00
-3.371903177206409623e+02	-1.088818667875276525e+01
-2.202240063188324655e+02	-4.109618493835546005e+00
-3.371903177206409623e+02	-1.088818667875276525e+01
1.765344369494956709e+03	2.965480923205961403e+02
-3.371903177206409623e+02	-1.088818667875276525e+01
-1.361249252689546267e+02	-4.067971074270386822e+01
-3.017885572861885066e+02	-2.144075091972599267e+01
-3.018256690519139056e+02	-2.374935550220522984e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
-2.790493267255026240e+02	2.183411631298183941e+00
-3.371903177206409623e+02	-1.088818667875276525e+01
-1.784591507194962503e+02	-2.859227417193329401e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
-1.761047349856652033e+02	-2.980625436241498250e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
1.387606972502822600e+03	3.583548246229835854e+02
-2.009920413333142903e+02	-3.023342098408118073e+00
-3.371903177206409623e+02	-1.088818667875276525e+01
-1.900278035107175754e+02	-2.375945480407495225e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
-2.615105409753297749e+02	1.263728780588429323e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
-2.979467876896764551e+02	-1.378894875399693376e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
2.239294813856389283e+03	-1.455288278421529924e+02
-3.371903177206409623e+02	-1.088818667875276525e+01
-6.309760942181639365e+01	-1.398948698540727342e+01
-2.688822430837233242e+02	-2.377114720762075706e+01
-1.438762382192897071e+01	-1.000240900678035274e+02
-2.843514801481515519e+02	-2.701459908248107666e+01
1.070824414919145511e+02	-1.125786675841589783e+02
-3.371903177206409623e+02	-1.088818667875276525e+01
1.479269401223513292e+01	-1.325162756693060118e+01
-2.710005724786953465e+02	9.228975567350930831e+00
-1.845671670311532466e+02	-4.675664805955908321e+01
6.005244445624177843e+02	-7.716770417030301132e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
1.191830768161058245e+02	-8.436228355050016603e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
1.555086018257509522e+03	-7.843117269823706295e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
3.227285741934151986e+01	-4.617884965573108502e+01
-3.345861772250437411e+02	-1.189195704259216591e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
-1.407156244017939457e+02	-6.469505817386306035e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
-2.445781728870025233e+02	-3.652152033273802090e+01
-3.081735360759916489e+02	-1.212225820604818516e+01
9.418309520829395751e+02	-1.163310635798341508e+02
9.992884944650282705e+03	-2.335942975974482465e+02
-3.371903177206409623e+02	-1.088818667875276525e+01
3.184456028795452198e+02	-1.308908248954523401e+01
1.409222042237287496e+03	2.455556822736717493e+02
-2.588610422210344950e+02	-3.224084530008121163e+01
-1.935209551201160991e+02	-4.108534919513807893e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
1.027157567527437322e+03	3.161504789880922672e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
4.541468891869478171e+02	-5.915534889714857059e+01
-1.280778271588449115e+02	-2.483575492649038452e+01
3.638342100003080191e+02	-2.898796536241566457e+01
-3.017001326008876845e+02	-1.362401819411129367e+01
1.887202365173537373e+03	-3.099366060632239623e+02
-3.371903177206409623e+02	-1.088818667875276525e+01
5.391044220160562190e+02	1.209529428108385503e+02
-1.309935435833423867e+02	5.064641193406501429e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
9.636546405744574031e+02	-8.801580540074790804e+01
-1.145406420016096121e+02	-4.854314507715858440e+01
7.613198088400657753e+02	1.261175184624306240e+02
3.854962417303920006e+02	-2.333443222765308462e+02
1.130923358895000092e+03	1.529893941596188540e+02
-1.473814733842351927e+02	-1.946968301835058313e+01
4.799245858668035112e+02	-4.962306297074245265e+01
-6.600880054727197432e+01	-8.541088981873166119e+01
7.601603491407479396e+02	-1.843241663408178397e+02
-2.925577757348019645e+02	-1.773215285366716643e+01
3.690275221514321515e+02	-1.412332636741010958e+02
-3.371903177206409623e+02	-1.088818667875276525e+01
2.770416246265223776e+02	9.835045107485910876e+00
-3.371903177206409623e+02	-1.088818667875276525e+01
-2.269766782322421932e+02	-2.078483943411967871e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
-3.371903177206409623e+02	-1.088818667875276525e+01
-1.325841330280655370e+02	-2.587896018916821461e+01
2.911899916267210529e+02	-1.841866993899462557e+01
1.233124140810868425e+02	1.382417739836861585e+02
-3.371903177206409623e+02	-1.088818667875276525e+01
-2.386736015198468976e+02	-3.239782219257914875e+01
-8.919248524846864257e+01	-9.649307222018590835e+01
8.159911225072498837e+02	-2.535383919546366371e+01
