f1	f2
-2.558886329202414629e+02	1.162842997545499912e+01
4.915619823033605940e+02	-7.117544587934362710e+01
4.637707263921256526e+02	3.193378064967242835e+01
1.403348457936870375e+02	4.660873615534842429e+01
4.407603195334951351e+02	4.958946811614684691e+01
-1.041613656898877167e+02	-3.795781434017191458e+01
-2.558886329200800560e+02	1.162842997535836531e+01
-2.558886329200622640e+02	1.162842997535343947e+01
5.280667404208973039e+02	-2.016107298677311519e+02
-8.362955380380130066e+01	2.280987084960604605e+01
-1.586044951256986053e+02	-1.858237237380231832e+01
1.385187350666943530e+03	-1.310272580093697172e+02
7.911911807663142326e+02	-8.445829248761282315e+01
4.825827235724213438e+02	1.443266152022075914e+02
-2.056905818688042871e+02	-2.608359785136548226e+01
-5.141230477275350985e+00	-6.173798676516581452e+01
-2.558886329200915668e+02	1.162842997535270761e+01
1.090360276431760440e+03	-3.245163858985473837e+01
-2.558886329200577165e+02	1.162842997535913092e+01
3.150128938160477446e+03	7.213631135541238564e+02
1.069497097585520464e+02	-1.904867858275025583e+01
9.666306064667921873e+02	-1.776546816619230995e+01
-1.402976022831378771e+02	1.920811863780316031e+01
6.928415789326274421e+01	5.574760563455946283e+00
-2.558886329200853993e+02	1.162842997535250511e+01
1.857620764508782258e+03	-6.508004216775808004e+01
7.320936851429916032e+02	7.307045498737110734e+00
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
7.726312203948326669e+02	-1.805922785381906692e+01
-2.558886329200853993e+02	1.162842997535250511e+01
6.438383917260227918e+02	-5.821663105445832542e+01
-2.558886329200853993e+02	1.162842997535250511e+01
3.911613825625331629e+02	5.527060992530117289e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
1.502151966780285193e+02	2.709123323770170444e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
7.223355140420046894e+00	-1.070764058287711862e+02
3.759923305394534509e+03	4.238973496810677943e+02
1.983463210516761990e+02	-1.333769925912396559e+01
-2.425464838334651745e+02	1.567305003920984952e+01
4.764037339883284403e+02	-2.054106439984938959e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
5.737191356831460354e+01	4.191371024613515317e+01
-5.223399208015950990e+01	-7.876014340628118759e+01
1.087288835467107049e+02	-8.873428495669466542e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.266031335897932024e+02	3.898761248856154271e+00
-1.979716803620519840e+02	-1.279450516631686963e+00
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.327931229798585093e+02	9.235609339530687079e-01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
6.512970233896387526e+02	-8.804578845578826929e+01
1.591745959777081225e+02	-1.759582052280263653e+01
-2.159749569976219732e+02	6.541080763912415108e+00
-1.241485389465163962e+02	8.587712526946079450e+00
-2.558886329200853993e+02	1.162842997535250511e+01
-4.609768086160633516e+01	-4.270618412870448566e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
5.223359307746121658e+02	8.946440734334967004e+00
-1.514356934701602029e+02	-4.613609765005837637e+00
-2.558886329200853993e+02	1.162842997535250511e+01
-1.665853907973348953e+02	2.627399716235392191e+01
2.756808731413938744e+02	-1.721447655495468894e+02
3.634234831320923149e+02	-1.823521015990063745e+02
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
2.130010626389531581e+02	4.437232796610769725e+01
-2.253750720491726440e+02	5.042178364003476965e+00
-2.558886329200853993e+02	1.162842997535250511e+01
-2.209280512575850537e+02	8.272247336025907671e+00
-2.558886329200853993e+02	1.162842997535250511e+01
-1.215339908812005376e+02	2.361913381923794830e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-1.697317582908657414e+02	1.621678023767853816e+01
-2.558886329200853993e+02	1.162842997535250511e+01
1.333093036985782419e+03	-4.315787516762903806e+02
-2.205383245928232157e+02	-1.739732923875107362e+00
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
2.444186526003530844e+02	-6.849134719951665318e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-1.384201717311610764e+02	-5.409493032514946620e+00
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
2.303353015553345813e+03	-1.235787757336406116e+02
-2.558886329200853993e+02	1.162842997535250511e+01
-5.605952896322236256e+01	-3.053660076643372534e+01
-1.204637425091244154e+02	3.570633862286027949e+01
4.381511687961245798e+02	2.968394334321711199e+02
-2.326260063747023423e+02	1.756673630958412602e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-9.049684705423970854e+01	-2.038429007763416578e+01
-1.611012342124080305e+02	-5.529737880871322453e+00
-2.558886329200853993e+02	1.162842997535250511e+01
-1.978069937929134596e+02	3.151075481250343202e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-1.292669594371424751e+02	3.355299937246986275e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-1.763156548038121798e+02	1.874917980058719014e+00
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
1.632141677718980688e+01	-2.384233236324329752e+01
-1.881552290127613958e+02	1.431819326095950728e+01
-1.701729946235861917e+02	1.989157814348847353e+01
-2.346471841385627499e+02	1.970993990784072736e+01
3.109243472378093998e+02	3.683451961245329187e+01
8.117684221696432587e+02	5.427266653427550835e+01
-2.558886329200853993e+02	1.162842997535250511e+01
1.106011159163445882e+03	-1.638336464445405056e+02
-2.558886329200853993e+02	1.162842997535250511e+01
-1.856185779635152358e+02	2.605559203742136276e+01
-2.114405715660469696e+02	4.382464061519804943e+00
-2.558886329200853993e+02	1.162842997535250511e+01
3.285530189761133215e+02	5.751773924438566610e+01
5.393089832139456803e+02	-9.717903163627511276e+00
-2.558886329200853993e+02	1.162842997535250511e+01
-3.361906902969928979e+01	1.553198212946708123e+00
-2.558886329200853993e+02	1.162842997535250511e+01
-4.713296235076282414e+01	-8.847039652406145649e+00
-2.558886329200853993e+02	1.162842997535250511e+01
3.886224086407229379e+02	-1.477508995777340601e+02
-2.558886329200853993e+02	1.162842997535250511e+01
3.013624116888624940e+02	-7.528155911394966893e+01
-1.815631054432394720e+01	-3.117540657001085336e+01
-1.669536847101478827e+02	6.741935718675016176e+00
-2.558886329200853993e+02	1.162842997535250511e+01
2.354251204970724700e+02	5.270664260042320848e+01
-2.404738418101520381e+02	1.871272394761802715e+01
8.282245125831868791e+02	7.923072261895417512e+01
6.742756898294028360e+02	1.700574590967524387e+02
6.924884863066164371e+02	-1.021386734650649553e+00
4.618489736598904187e+02	3.663658987284571111e+01
7.658860734162753943e+02	-3.572618427064781343e+01
-1.420767288424510753e+02	3.503506390009429339e+01
-1.788347262176050378e+02	1.087553457604602158e+01
-2.558886329200853993e+02	1.162842997535250511e+01
3.059207719864387514e+02	7.389307697110326956e+01
-2.558886329200853993e+02	1.162842997535250511e+01
6.825293629146111698e+02	-1.233138851064346539e+02
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
-2.558886329200853993e+02	1.162842997535250511e+01
