id	age	country	pd1	pd2	pd3	ps1	ps2	ps3	sl1	sl2	sl3	r1	r2	r3	t1	t2	t3	t4	um1	um2	um3	um4	um5	um6
2594254	27	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
2595729	25	US	17	17.0	6.9112103356684322	5	5.0	5.0874503318050888	29	39.0	22.03290876323786	3	3	5	237	65	235	30	0.1496	0.3222	0.5335	85	183	303
2008195	29	DE	8	1.0	10.131140113531153	7	8.0	1.8856180831641267	44	50.0	16.5	8	4	7	0	2	27	28	0.9138	0.9828	0.9828	53	57	57
2240642	31	US	6	6.0	4.5869379764718863	8	8.5	6.1796035471541373	39	50.5	22.840479417035009	9	9	12	12	12	12	0	0.6486	0.7568	0.8919	24	28	33
1066173	51	US	56	53.0	35.999450799371914	9	9.0	8.10745222572438	38	48.0	20.457727799901015	7	7	7	337	464	974	123	0.1069	0.3586	0.6835	203	681	1298
3746297	27	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
2964265	29	US	4	3.0	3.7416573867739413	10	10.0	6.0	34	34.0	22.0	4	3	4	0	7	14	0	0.7273	0.9545	0.9545	16	21	21
3160326	29	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
3162021	27	FI	18	10.5	22.4458839953639	8	10.0	6.1809060824445465	31	39.0	23.619898390975351	0	1	9	0	45	346	87	0.0271	0.0919	0.3173	13	44	152
3784215	34	UK	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
2769779	33	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
5604445	26	NL	46	43.0	30.728308254763913	10	10.0	6.6594388617947908	37	51.0	21.586480569234382	6	5	4	31	538	661	260	0.2609	0.5634	0.8618	389	840	1285
2749627	28	AT	41	37.0	38.201365254009353	13	14.0	7.228919549558265	42	54.0	20.394022931127346	1	2	13	8	351	448	325	0.0932	0.5367	0.7299	108	622	846
2337075	28	SE	27	29.0	13.936142453419256	7	8.0	5.2767491538496545	32	42.5	21.790847170501728	5	4	7	147	246	165	24	0.2247	0.5317	0.7307	131	310	426
2033209	34	JP	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
4262030	32	BR	35	35.0	18.979618582100052	10	11.0	7.3827411207091425	38	51.0	21.977891788761205	1	1	10	0	168	718	198	0.1078	0.3788	0.7041	117	411	764
2116258	28	US	31	29.0	24.586105565718569	7	6.0	6.7327070657264159	25	15.5	23.159542289593631	4	3	5	319	197	454	46	0.1967	0.531	0.6352	200	540	646
2598175	27	DK	50	47.5	35.856643580916618	13	14.0	7.0525293762617851	43	53.0	18.861409804328886	12	12	14	13	382	734	459	0.2474	0.4474	0.8449	402	727	1373
4201400	26	UA	21	16.5	22.807619340913245	10	9.5	8.3396267902106977	35	46.0	21.405548346164831	2	3	7	27	62	204	109	0.2678	0.5227	0.879	124	242	407
3148594	32	JP	57	44.0	48.816406578593401	9	10.0	6.8809271230942386	33	42.0	22.194501777101337	4	3	8	8	351	285	432	0.2906	0.659	0.7588	329	746	859
9792751	25	HR	13	9.0	12.331299275755773	7	5.5	7.1823905974179336	24	17.5	21.757475843995337	0	2	8	28	98	81	53	0.0222	0.463	0.637	6	125	172
3256256	28	RU	25	17.0	23.143098854186942	10	11.0	5.8627788616811252	42	52.0	18.294955868378626	3	3	8	3	196	378	77	0.2718	0.5145	0.7282	178	337	477
5240132	30	SE	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
5234254	22	UK	10	5.0	12.71348312073542	6	4.5	6.1615617947075725	26	13.5	23.966101548593588	2	1	4	18	45	95	73	0.3806	0.5506	0.8462	94	136	209
519	39	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
5202459	31	US	10	6.0	15.070666873101535	7	7.0	5.8997674730304137	25	17.0	22.508451423577061	3	2	5	23	51	104	2	0.3978	0.4641	0.9392	72	84	170
591	33	SE	14	14.0	9.4055751419038689	7	5.0	6.316710096741895	26	19.0	22.230324510085126	1	1	6	8	139	106	17	0.1144	0.3137	0.9779	31	85	265
3556991	33	DE	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
3463909	29	PL	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
694	37	FR	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
2952884	30	CA	29	19.0	27.172650610061407	11	12.0	7.1756390599282058	43	53.5	18.966747964389448	10	10	11	8	62	195	224	0.617	0.8019	0.8755	327	425	464
2950766	26	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
5415018	27	UK	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
5233502	23	JP	13	9.0	14.435894905699302	13	14.0	8.048407265051404	36	52.0	22.22387964434385	7	1	9	39	0	59	47	0.4911	0.9112	0.6095	83	154	103
2658788	25	US	13	8.0	14.711475112985779	11	13.0	6.9491006612366748	35	49.0	22.848680973356476	7	8	10	147	147	70	11	0.3511	0.5824	0.8511	132	219	320
2444850	29	SE	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
4629740	23	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
5109919	37	RU	27	15.5	42.935351919420022	11	9.0	14.210044513026546	38	51.0	21.897618106663284	6	5	7	28	143	149	201	0.3346	0.7055	0.7725	175	369	404
8155835	24	ES	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
12863497	25	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
2911201	24	BR	14	12.0	10.87382177525455	13	12.0	5.1821006036805839	49	54.0	9.6101075262801654	2	2	13	0	18	24	107	0.1023	0.2159	0.8295	18	38	146
1264	37	PT	68	60.0	54.155939331049403	10	11.0	5.25862477349109	45	53.0	17.551295398809064	2	1	8	628	346	579	520	0.2954	0.5057	0.8876	652	1116	1959
1347	37	DE	34	32.0	21.742150041690316	9	9.5	5.5638653130914495	44	52.0	17.735431336490187	1	0	4	0	424	323	25	0.3118	0.6986	0.837	241	540	647
1443	28	AR	0	0.0	0.0	1	1.0	0.0	0	0.0	0.0	3	1	3	0	2	0	0	0.6667	0.6667	0.6667	2	2	2
1493	32	DE	21	17.0	16.688490740776857	9	9.0	6.9193794099388093	37	44.5	19.427489174881515	5	3	9	22	131	240	261	0.3291	0.5997	0.8077	231	421	567
1505	37	UK	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
8030598	25	NL	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
5028551	29	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
3622926	28	RU	20	20.5	9.826268648655784	13	13.0	6.2968576426043441	45	53.0	16.455322715155987	11	9	11	40	137	231	4	0.4843	0.7312	0.7966	200	302	329
6608781	21	PL	15	9.5	15.546425892297282	9	9.0	7.9854207224259532	33	43.0	20.770130844920093	1	5	9	0	57	96	158	0.0673	0.3846	0.7019	21	120	219
4999986	22	CZ	27	20.0	17.88183435780569	9	10.0	4.5556097557751336	42	49.0	18.072064247695653	1	1	8	0	36	253	160	0.1602	0.5433	0.7792	74	251	360
