f1	f2
-2.285396121149050259e+02	5.637299383724663215e+00
5.504063485853417887e+02	4.659871273714101392e+01
-2.285396121148266104e+02	5.637299383687380150e+00
-1.324588009448706885e+02	5.011480229731388292e+00
1.731949929560750206e+03	7.958257945935743294e+01
-2.285396121147776682e+02	5.637299383687631504e+00
-1.552538060138396929e+02	-1.534971206053781501e+01
-2.285396121148122290e+02	5.637299383678502807e+00
1.168560888632221406e+02	-6.900438602728853255e+01
-1.459199862312888563e+01	2.732849369769883907e+01
-2.285396121147909128e+02	5.637299383678941567e+00
-1.006169147253789475e+02	3.573960789653772174e+00
9.454513115035560986e+02	-1.009362363114722143e+02
7.509201925562476845e+02	2.630858771049665847e+02
7.804706266545609878e+02	1.499519298189436256e+02
5.442540343745940845e+01	-1.009509388751982328e+01
6.888083360592494273e+02	9.501103793348268312e+01
1.562992423523573507e+03	-2.949788048772791740e+02
-6.117874229634193028e+01	1.081994305305765458e+00
1.167810045180255884e+03	-2.024206478183430988e+02
9.293907842415860898e+01	-6.180293826759184839e+01
8.992350465236139598e+02	7.814633967934713610e+01
-2.285396121147822726e+02	5.637299383680708154e+00
5.684062251288668222e+02	-1.311028912596166833e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-1.003820109803106959e+02	5.555829139051380317e+00
3.420404729171315239e+01	8.607351956762758505e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
3.394139814687655985e+02	-1.527220847588586423e+02
-1.263906396417099955e+02	1.394636922995443307e+01
-1.261109553087969459e+01	-3.868563144280577859e+01
-2.684665940097594827e+01	-8.312493193595971164e+00
-7.934574003709158774e+01	3.725160491664437501e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
6.440150224105964298e+02	1.095935958808474986e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-1.442421443057549766e+02	-2.952519324276953228e+01
2.467116808038810177e+03	-4.390128362302050391e+02
3.970369110759721707e+02	1.262547658093811833e+02
-2.285396121147822726e+02	5.637299383680708154e+00
6.237031834356664604e+02	3.109936175059981167e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
1.281920582782609408e+01	2.237747214456580380e+01
3.946131418675595626e+01	-9.294314167506809099e+01
4.452293225148742408e+02	-2.024284986547623930e+02
1.230160497311176044e+02	-7.642634289669183012e+00
-9.352742899911636698e+01	3.218051171790396126e+01
-8.364471436895996703e+01	2.741800929614338500e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
9.613574064910041272e+01	-4.199056724959707054e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-1.480817824739648927e+02	1.762517157561816816e+01
4.462402568296885619e+01	-1.911743377030258273e+01
1.635092503886437143e+01	-4.656994440094896959e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
1.015026258677817950e+01	-1.991180808639085598e+01
-1.669067435119596610e+02	-7.489279368892395539e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
1.193486885640519858e+03	2.771890924188365943e+02
-2.241086221960134992e+02	8.046936921429036715e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.042383340254674238e+02	1.358754951168206482e+01
1.519161372230043412e+02	3.747789901407508673e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-1.804578301039798873e+02	1.883345073187508945e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-1.585075800532532924e+02	1.324946221860252216e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.002463995655172369e+02	-4.370756575090021023e+00
-2.285396121147822726e+02	5.637299383680708154e+00
2.220504572753788125e+03	-4.949859858623996161e+02
3.845149720959414026e+02	-1.573810977544955847e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
2.963541124634336370e+02	-2.921985523966152343e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
3.347431033396284050e+01	1.930775371398274487e+01
-2.285396121147822726e+02	5.637299383680708154e+00
3.834614489784931720e+03	2.983097820426518751e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-1.081794794065424981e+02	-2.180882425306441164e+01
7.077092128729957210e+01	1.442373263851816034e+01
2.892241194773958455e+02	1.114243179268029138e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
4.103595495010972627e+01	-4.312099504255947124e+01
-2.125037159704596945e+02	4.950551301076904664e+00
-2.285396121147822726e+02	5.637299383680708154e+00
6.695218647531668843e+00	1.722428778943460870e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.226958334860419768e+02	6.633294694083921250e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
2.350329825431071527e+02	2.498068286667504267e+01
2.637249793962793731e+01	3.721908964742346626e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-1.970527398872290803e+02	7.958031682914499250e-01
-2.199896511416246199e+02	4.855247185147169020e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-7.256247017089832241e+01	6.186797298967595538e+01
6.149128336372990589e+02	9.642579575050273633e+00
2.673290481163917889e+02	-8.567380170346597268e+00
-2.285396121147822726e+02	5.637299383680708154e+00
9.541099623490368913e+02	-1.033843266939283723e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-1.407524463120978275e+01	6.230073285495033986e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-1.347421032226725401e+02	-2.746798875511496973e+01
-2.285396121147822726e+02	5.637299383680708154e+00
6.166044083760787089e+02	-1.599127435609870247e+02
-2.285396121147822726e+02	5.637299383680708154e+00
7.490721601484293224e+00	-9.530616420761170104e+01
-2.285396121147822726e+02	5.637299383680708154e+00
2.455741618533589232e+01	7.027032813692484581e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-8.305415798974981101e+01	1.310896304448039063e+00
-1.779831834204724998e+02	-4.823419050307904854e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
4.963786529623666866e+02	7.855735724647783691e+00
-1.100471443966216611e+02	-5.389397042749933320e+01
2.613604236755395505e+02	7.586296348675296031e+01
2.952110746951072429e+02	1.105399194442218516e+02
5.088963930269233629e+02	7.404108458571487006e+01
2.187226539520794404e+02	5.170532657329287218e+01
-2.268026490780223980e+02	5.351395579925061874e+00
1.093500256230724403e+02	8.865703055537662181e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
5.902868902324686360e+02	1.418438835159794564e+02
-1.770024150370022653e+02	6.256603658671926915e+00
6.516433164212867268e+01	-1.969489088260706566e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
7.936216143611951566e+02	4.856731729632024326e+02
5.150717097139988709e+02	1.500939463768622204e+02
2.241546301102949315e+02	-4.147837807343562133e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
3.536101711532668190e+01	7.174907719212171742e+01
-2.285396121147822726e+02	5.637299383680708154e+00
1.025410097472678217e+03	3.556056216869366153e+02
-2.285396121147822726e+02	5.637299383680708154e+00
1.022097520813640585e+03	-1.348995810972866360e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.081520685216341917e+02	2.408478205872191413e+00
1.240557327212983864e+03	6.024204288624231651e+01
4.469583959696633997e+02	-2.240739455461376508e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-8.589698564629181021e+01	3.139760942899861007e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-1.386482729249038357e+02	4.656754794318758428e+01
-2.285396121147822726e+02	5.637299383680708154e+00
9.836530558389349608e+02	1.661680625451865296e+02
-2.285396121147822726e+02	5.637299383680708154e+00
8.472892987739489854e+02	-2.605240593518880132e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-1.715397719516514030e+02	2.728525009787876598e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-4.660001018302056508e+01	4.660569562562422874e+01
4.466600878476932621e+02	2.265513319756849455e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
4.321938360870259999e+02	9.407135429744410260e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
6.049348200339990171e+02	1.326385286253857316e+02
-9.038666567917459815e+00	8.385232317859001583e+00
-1.021382761632798264e+02	2.480408621633654320e+01
3.132751751436352379e+02	1.148770168013732587e+02
6.591485616173100937e+01	3.152411334317836022e+01
-2.285396121147822726e+02	5.637299383680708154e+00
3.013595684646738277e+02	1.252589577014128395e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-2.133239146784012235e+02	1.859930307450368137e+00
-1.313436636032624847e+02	-1.863880419543455602e+01
9.682672859688035771e+01	8.694322619368890059e+01
-2.285396121147822726e+02	5.637299383680708154e+00
3.773775422627554121e+02	2.529067597559159140e+02
-2.227792844470806699e+02	8.017215307586408102e+00
2.234039476973709171e+01	1.051605659742183896e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-7.010448600495793414e+01	6.025917342738501503e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
1.053365164491690820e+02	-5.865483475521551071e+01
2.895365164000795630e+02	8.097017453503012518e+01
-2.270022101823108471e+02	5.945961442827134569e+00
-1.027326662877418926e+02	4.729297952426982476e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
5.046396030286254017e+02	-2.280447737984480341e+02
2.302747534502507278e+02	5.969050114337953516e+00
-2.285396121147822726e+02	5.637299383680708154e+00
1.198213065709904299e+02	3.805615617569062010e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
3.068437470233880617e+02	2.854402383161963641e+01
2.617016496378310421e+03	1.058213276574992108e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
3.316984956879238098e+02	-7.568965505752572653e+01
-1.962953774142129930e+02	1.953549345546924698e+01
-2.285396121147822726e+02	5.637299383680708154e+00
1.599602371744631228e+03	9.582233434421870300e+01
-2.193185659637481990e+02	1.882397416377531441e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.605209983788371275e+01	2.256203551799865537e+01
4.952885205309721073e+01	-1.417159447132202956e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-1.592603990199469877e+02	-2.675213499949288254e-01
-1.514892911174506196e+02	6.433469892542161617e+00
1.525291345925099904e+03	3.103359776305821782e+01
2.029118497175999778e+02	6.397970593749575841e+01
3.198126206942745284e+02	3.303692570135071804e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.089136643673361959e+02	-5.021332663219209985e-02
-2.285269385402694979e+02	5.632456707881873470e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285269385402694979e+02	5.632456707881873470e+00
1.941840310510219297e+03	4.107819927137336435e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
3.844299491559821490e+03	6.211793185521127043e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-1.317208689613873105e+02	-3.268359130059655371e+01
-2.285396121147822726e+02	5.637299383680708154e+00
1.335480071290661108e+01	-8.852928530932242523e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-8.180660086229740102e+01	4.697458607595147662e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.039203914785483676e+02	1.252030926266223787e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.096063006066100627e+02	1.667869776461333053e+00
-2.285396121147822726e+02	5.637299383680708154e+00
9.460160236007919821e+01	-5.119477076835831753e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
4.539974069818884459e+02	1.823287251443132675e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-2.251833176694845235e+02	6.845456203392963346e+00
-2.611240767163223353e+01	-2.279862120402816927e+01
-2.285396121147822726e+02	5.637299383680708154e+00
2.926926185049032028e+03	-1.390463812994692489e+03
5.723411057423253396e+02	-2.573273930340964100e+01
-2.285396121147822726e+02	5.637299383680708154e+00
1.485321401962015898e+03	-3.026641151563414667e+01
4.050790180411435699e+02	-1.599390708859950507e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
8.276172524038214817e+01	1.522636072607446067e+01
1.654013094604119942e+03	3.787990886841795373e+02
5.788792928317873532e+01	-4.416525486735118022e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-8.999164640491899547e+01	-7.912004533393670158e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.267975282064253406e+02	5.349278477187013436e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-6.026119850586264448e+01	2.953984247146501474e+01
-6.425602485700875555e+00	-3.341000472003440080e+01
-2.285396121147822726e+02	5.637299383680708154e+00
2.501439086620370134e+01	1.128548644291569047e+01
-2.285396121147822726e+02	5.637299383680708154e+00
5.971142557535501965e+02	-1.004319368667818253e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-1.193233020852452739e+02	2.369902780537951514e+01
1.483363216079522317e+03	-3.205104622232221345e+01
1.476586754359186955e+02	-8.351079759924488144e+01
1.908187756182529142e+02	2.724940503031758610e+01
-3.965714408796998924e+01	-3.945520812423475743e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
1.214131438841796751e+02	5.411862083295696380e+01
-1.057789712933214332e+02	3.426866815030852109e+01
-1.185037625367582450e+02	-1.513476015517022155e+01
-2.285396121147822726e+02	5.637299383680708154e+00
9.025187949913899956e+02	1.366954346517046481e+01
-1.993367702929496375e+02	-5.160612733760382653e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.253767686556878402e+02	4.742246822905244130e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-4.842850723619547182e+01	1.922195487681412729e+01
2.706100676125234713e+03	-6.057439167396695012e+01
2.229548493647463374e+02	-4.077052510916744410e+01
-2.285396121147822726e+02	5.637299383680708154e+00
2.490618546766374308e+01	1.595020897183039743e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-1.326968967669355379e+02	-1.885985455930522292e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
6.157659731096158566e+02	-9.178194742335846001e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-1.539291622687828998e+01	-1.967990165102900590e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
3.330137695924296963e+02	4.283387812734194000e+01
-2.285396121147822726e+02	5.637299383680708154e+00
1.355866067325871427e+02	1.147924852035152128e+02
5.035065037989227790e+02	8.065309156367158039e+01
-2.285396121147822726e+02	5.637299383680708154e+00
2.623228817847294522e+03	-2.781030891928183451e+02
-2.285396121147822726e+02	5.637299383680708154e+00
7.834054282657925796e+02	-7.918667832057366240e+01
2.139974444342598872e+03	1.675123854481926458e+02
6.692141500370209997e+02	-5.109272182084558978e+01
-1.720087285726439177e+02	-6.816185858930506214e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
1.135652383954877678e+03	-3.243205577470466672e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
1.403517237950448475e+02	1.731677475929957311e+01
-2.285396121147822726e+02	5.637299383680708154e+00
2.194871841509275612e+02	-7.684354704517423329e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-6.468114962006200130e+01	-2.557135719995477885e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.163689813051225315e+02	3.373254323856565762e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-1.419571699097071757e+02	-5.062565850937306777e+01
-1.381301845263566008e+02	-2.229325991029189047e-01
5.898002290010268780e+02	3.632396799844918434e+01
-2.285396121147822726e+02	5.637299383680708154e+00
4.009708003768246840e+02	3.601742115587391595e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
2.153153277209945372e+03	-2.032760162647149116e+02
7.489024540725444012e+01	1.840896005124833152e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-1.418140120458640130e+00	4.349496254355797475e+01
-1.999949649339360178e+02	-1.209318396016636044e+01
-2.285396121147822726e+02	5.637299383680708154e+00
1.173744949730826875e+03	1.781977804823354177e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-5.685507142125979385e+01	5.727733196650038394e+01
-2.285396121147822726e+02	5.637299383680708154e+00
1.303474851350366919e+02	-5.990499550698586262e+01
-2.285396121147822726e+02	5.637299383680708154e+00
1.340920018521713018e+03	1.725321910040400439e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-2.200917498567112887e+02	2.661433758944598438e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
1.528583315369330876e+03	4.842913360249109473e+02
1.270776478620708971e+01	-8.187677390100739672e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
3.080438412121462761e+02	1.146857925444071356e+02
1.906399713712955418e+03	3.628215399799098577e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
1.751223138067796867e+02	-2.912092645100830879e+01
4.836417209178543430e+02	-7.845360058096679268e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
9.005839150602311065e+02	-1.935951754669204945e+02
6.543609384557368003e+02	-1.526232916756572990e+02
3.230985686864881927e+02	-9.714468690572105913e+01
-2.233783056647891954e+02	5.728897724093462429e+00
6.470962813746878055e+02	8.411735531998969861e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.161764611409965653e+02	1.194644433258827831e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-1.605334618496015509e+01	3.541935189750493862e+01
2.748213046824265007e+02	-9.319516865855652554e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.162449369256731586e+02	4.817489603945511178e-01
-1.443503381440939961e+02	-1.866806997502406196e+00
-2.285396121147822726e+02	5.637299383680708154e+00
1.160468859614971819e+02	-3.099745321810819476e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.127613459640311078e+02	3.561905344383169414e+00
5.035991762249723536e+01	-4.895720254589377873e+01
-2.285396121147822726e+02	5.637299383680708154e+00
4.403905793678407576e+02	-6.416706277959659133e+01
-4.617813463581209810e+00	4.287447602857746176e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.314781571410215832e+01	-7.428038733083195666e+01
1.217599552022713993e+02	3.580453140697402858e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-1.502997658644286219e+02	3.155621276714193257e+01
-1.273646414341383775e+02	2.179520500075900813e+01
1.690470876776539399e+03	5.156312966221928491e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
3.194431496099892911e+02	1.366798813333039959e+02
2.658372842158954086e+02	-4.503661885964069000e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
1.097258877071151119e+03	-1.293454945844343058e+02
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
-7.751292499033858974e+01	-3.091851137974993691e+01
2.618327763375127120e+02	-3.820374243758521260e+01
-2.285396121147822726e+02	5.637299383680708154e+00
-2.285396121147822726e+02	5.637299383680708154e+00
6.389799623660632051e+02	5.620131799894516611e+00
-2.285396121147822726e+02	5.637299383680708154e+00
