id	age	country	pd1	pd2	pd3	ps1	ps2	ps3	sl1	sl2	sl3	r1	r2	r3	t1	t2	t3	t4	um1	um2	um3	um4	um5	um6
2594254	27	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
2595729	25	US	44	41.0	25.099386214516752	6	6.0	4.7813958124701577	33	40.0	20.421241276557407	2	3	6	33	601	566	228	0.1029	0.254	0.3905	147	363	558
2008195	29	DE	35	34.0	22.735194154755703	8	9.0	5.6685579240175814	40	48.0	17.902976166041014	2	0	7	0	383	475	121	0.1582	0.5255	0.8133	155	515	797
2240642	31	US	15	14.0	11.211895344776558	9	10.5	6.3261428297575666	36	48.5	20.789207193495187	7	6	10	0	189	135	95	0.3381	0.6048	0.8119	142	254	341
1066173	51	US	77	72.0	45.399657365324785	11	10.0	7.5651753911079185	44	52.0	17.125080982834479	9	8	8	203	344	606	110	0.125	0.4786	0.7421	158	605	938
3746297	27	US	15	13.5	12.020815280171307	13	5.0	13.579396157414365	25	11.0	23.986662960903921	1	2	8	0	34	52	0	0.092	0.1149	0.6092	8	10	53
2964265	29	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
3160326	29	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
3162021	27	FI	37	37.0	26.132201720463641	13	13.0	6.4204534280860743	48	55.0	16.75826680098033	1	3	13	9	193	396	151	0.0437	0.1746	0.4233	33	132	320
3784215	34	UK	11	4.5	12.267207302397722	13	9.0	7.4340639035758214	34	34.0	15.501152030920615	1	1	13	0	0	24	80	0.1333	0.4952	0.9905	14	52	104
2769779	33	US	12	8.0	12.524464947542558	11	13.0	6.1114221723636577	42	49.0	18.555070935985299	10	8	9	35	29	42	97	0.5	0.7476	0.7816	103	154	161
5604445	26	NL	42	37.0	42.352023299377564	10	12.0	6.3225429939584741	41	52.0	19.653195446117248	4	3	3	4	154	684	364	0.3466	0.5216	0.9422	426	641	1158
2749627	28	AT	74	82.0	42.55971533971838	13	14.0	6.5822477719988202	48	55.0	15.883695039989002	3	4	12	295	304	499	940	0.1398	0.385	0.6573	310	854	1458
2337075	28	SE	41	26.0	33.587091965963403	7	8.0	5.3623783035286303	37	49.0	20.997498293884085	4	3	8	60	657	518	47	0.1847	0.5573	0.7615	237	715	977
2033209	34	JP	0	0.0	0.0	7	7.0	0.0	27	27.0	0.0	1	1	1	0	0	0	9	0.1	0.9	0.9	1	9	9
4262030	32	BR	35	24.0	38.632295992198145	12	13.0	8.4765600927450002	38	51.5	21.106616856993661	3	1	12	67	143	226	235	0.1983	0.398	0.7457	138	277	519
2116258	28	US	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
2598175	27	DK	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
4201400	26	UA	9	9.0	7.1763500472036617	4	4.0	4.0960155944527363	26	20.0	21.539208434852011	0	3	4	0	9	67	17	0.117	0.4149	0.9043	11	39	85
3148594	32	JP	16	11.0	14.926537183397045	9	9.5	8.0358182532956786	32	44.5	23.840288903450812	2	3	7	36	88	177	94	0.283	0.7074	0.8969	118	295	374
9792751	25	HR	20	13.5	20.970946860952612	12	14.5	7.360408944801283	40	53.5	21.334215718666073	10	11	13	0	124	112	61	0.1967	0.5377	0.9607	60	164	293
3256256	28	RU	25	14.5	31.080428818720556	9	10.0	5.8292191516846703	38	51.0	20.69733789448216	3	4	9	93	203	276	102	0.239	0.5687	0.5577	174	414	406
5240132	30	SE	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
5234254	22	UK	9	8.0	9.2612972254203072	8	5.0	6.5984846745294492	33	33.0	19.442929306048512	2	3	7	6	59	62	54	0.1443	0.3402	0.7784	28	66	151
519	39	US	12	12.0	12.0	11	14.0	7.9302515022468798	37	55.0	26.411277052720408	7	7	13	0	0	38	0	0.5385	0.5385	0.9744	21	21	38
5202459	31	US	53	53.0	30.087308546177955	10	10.0	5.9201264099429753	45	53.0	17.051777267026274	2	1	8	119	393	805	317	0.2861	0.4721	0.9593	471	777	1579
591	33	SE	29	21.0	23.203911041100501	10	11.0	4.8886480372685437	44	52.0	16.834442334738377	7	8	10	3	251	387	43	0.2642	0.4847	0.6117	181	332	419
3556991	33	DE	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
3463909	29	PL	32	29.0	25.255921488790186	7	8.0	5.0791217079592652	41	50.0	19.124558151491918	4	4	8	47	137	261	282	0.2299	0.3646	0.539	174	276	408
694	37	FR	0	0.0	0.0	0	0.0	0.0	0	0.0	0.0	0	0	0	0	0	0	0	0.0	0.0	0.0	0	0	0
2952884	30	CA	47	48.0	32.732653601518194	11	13.0	6.3248367556609741	41	53.0	20.653598008956141	11	11	12	212	30	474	473	0.5459	0.7867	0.8702	732	1055	1167
